Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather,City
19.3,14.4,73,13,19.3,99.96,Rain,Chomutov
19.1,14.7,76,19,19.3,99.99,Rain,Cheb
19.6,15.1,75,19,24.1,100.02,Mostly Cloudy,Český Těšín
20.3,14.2,68,20,24.1,100.03,Rain,České Budějovice
19.9,14.3,70,20,24.1,100.05,Mostly Cloudy,Česká Třebová
21.1,14.1,64,15,24.1,100.06,Mostly Cloudy,Česká Lípa
19.4,13.8,70,17,24.1,100.09,Rain,Bruntál
19.3,13.2,68,11,24.1,100.13,Cloudy,Brno
19.3,12.7,66,13,25.0,100.19,Mostly Cloudy,Břeclav
18.7,13.4,71,11,25.0,100.19,Cloudy,Braník
17.5,14.1,80,9,25.0,100.17,Cloudy,Brandýs nad Labem-Stará Boleslav
17.2,14.0,81,6,25.0,100.17,Cloudy,Bohumín
17.7,13.3,75,11,25.0,100.15,Cloudy,Blansko
17.6,13.4,76,7,25.0,100.16,Cloudy,Bílina Kyselka
17.5,13.3,76,6,25.0,100.18,Rain,Bílina
17.7,13.9,78,11,25.0,100.2,Rain Showers,Beroun
17.6,13.7,78,9,48.3,100.25,Mostly Cloudy,Benešov
17.7,13.7,77,11,48.3,100.27,Mostly Cloudy,Černý Most
18.6,14.2,76,11,48.3,100.29,Mostly Cloudy,Zwickau
19.4,14.2,72,9,48.3,100.28,Mostly Cloudy,Zweibrücken
20.4,14.1,67,11,48.3,100.27,Mostly Cloudy,Zulpich
21.7,14.7,64,11,48.3,100.23,Mostly Cloudy,Zossen
23.0,14.7,60,13,48.3,100.21,Mostly Cloudy,Zittau
24.6,15.3,56,9,48.3,100.19,Mostly Cloudy,Zirndorf
24.9,15.0,54,17,48.3,100.11,Mainly Clear,Zerbst
25.5,15.3,53,22,48.3,100.08,Mainly Clear,Zeitz
27.0,14.8,47,22,48.3,100.03,Mainly Clear,Zehlendorf
27.1,14.0,45,22,48.3,100.01,Mainly Clear,Xanten
27.2,12.6,40,19,48.3,99.92,Mostly Cloudy,Wurzen
26.4,12.1,41,19,48.3,99.9,Mostly Cloudy,Würzburg
25.4,12.9,46,13,48.3,99.91,Mostly Cloudy,Würselen
24.1,13.5,52,11,24.1,99.89,Mainly Clear,Wuppertal
23.6,14.3,56,11,25.0,99.95,Mainly Clear,Wunstorf
22.5,15.0,63,11,25.0,99.88,Mostly Cloudy,Wülfrath
21.9,15.4,67,15,25.0,99.85,Mostly Cloudy,Wörth am Rhein
22.2,14.0,60,15,25.0,99.83,Rain Showers,Worms
21.1,14.7,67,4,25.0,99.75,Cloudy,Wolfsburg
20.3,15.3,73,7,25.0,99.71,Cloudy,Wolfratshausen
19.5,16.1,81,7,9.7,99.71,"Thunderstorms,Rain Showers,Fog",Wolfenbüttel
18.8,16.5,86,9,24.1,99.68,Cloudy,Wolfen
18.9,16.4,85,13,24.1,99.71,Mostly Cloudy,Witzenhausen
19.7,16.7,83,17,24.1,99.72,Mostly Cloudy,Wittstock
21.4,16.7,75,20,24.1,99.65,Mainly Clear,Wittmund
22.8,17.4,72,24,24.1,99.61,Mainly Clear,Wittlich
24.8,18.0,66,24,24.1,99.55,Mainly Clear,Wittenberge
25.5,18.3,64,26,48.3,99.52,Clear,Wittenau
26.5,19.2,64,26,24.1,99.51,Mainly Clear,Witten
27.3,18.5,59,32,24.1,99.47,Mostly Cloudy,Wismar
28.6,18.2,53,37,48.3,99.46,Mainly Clear,Wipperfürth
29.8,17.1,46,33,48.3,99.44,Mainly Clear,Winterhude
30.7,14.6,38,32,48.3,99.42,Mainly Clear,Winsen
31.1,13.0,33,28,48.3,99.39,Mainly Clear,Winnenden
30.2,12.2,33,30,48.3,99.43,Mainly Clear,Wilnsdorf
29.8,12.5,35,24,48.3,99.45,Mainly Clear,Wilmersdorf
28.5,12.3,37,17,48.3,99.45,Mainly Clear,Willich
27.6,13.4,42,9,25.0,99.51,Mainly Clear,Wilhelmstadt
26.5,15.3,50,22,25.0,99.58,Mainly Clear,Wilhelmshaven
25.7,14.0,48,22,25.0,99.59,Mostly Cloudy,Wildeshausen
24.5,13.5,50,17,25.0,99.61,Mainly Clear,Wiesloch
23.1,11.9,49,20,25.0,99.63,Clear,Wiesbaden
22.6,11.4,49,15,25.0,99.68,Clear,Wiehl
22.0,11.5,51,17,25.0,99.67,Clear,Wetzlar
21.2,12.3,57,17,25.0,99.66,Clear,Wetter (Ruhr)
20.5,13.0,62,20,48.3,99.7,Clear,Westerstede
20.8,12.4,59,26,48.3,99.83,Mostly Cloudy,Westend
21.6,13.2,59,28,48.3,99.85,Mostly Cloudy,Wesseling
22.1,13.8,59,20,48.3,99.86,Mostly Cloudy,Wesel
23.4,14.4,57,26,48.3,99.88,Mostly Cloudy,Wertheim
24.2,13.9,53,26,48.3,99.83,Mainly Clear,Wernigerode
25.1,14.5,52,30,48.3,99.83,Mainly Clear,Werne
26.3,14.9,50,26,48.3,99.79,Mainly Clear,Wermelskirchen
27.6,15.5,48,26,48.3,99.74,Mainly Clear,Werl
28.0,14.8,45,30,48.3,99.68,Mainly Clear,Werdohl
29.9,13.8,37,33,48.3,99.67,Mainly Clear,Werder
28.8,13.2,38,28,24.1,99.66,Mostly Cloudy,Werdau
29.0,13.1,38,26,48.3,99.65,Mostly Cloudy,Wendlingen am Neckar
24.8,17.6,64,11,48.3,99.69,Mostly Cloudy,Wenden
24.3,16.2,61,22,24.1,99.79,Mostly Cloudy,Wendelstein
23.9,16.6,64,7,48.3,99.86,Mostly Cloudy,Weiterstadt
22.9,16.2,66,6,25.0,99.92,Mostly Cloudy,Weißwasser
23.6,16.3,64,13,25.0,100.02,Mostly Cloudy,Weißenfels
23.3,15.3,61,7,25.0,100.04,Mostly Cloudy,Weißenburg in Bayern
22.3,15.6,66,4,25.0,100.07,Mostly Cloudy,Weinstadt-Endersbach
22.0,15.7,67,0,25.0,100.1,Mostly Cloudy,Weinheim
21.1,16.8,76,6,25.0,100.14,Mostly Cloudy,Weingarten
20.4,16.1,76,9,24.1,100.16,Mostly Cloudy,Weimar
20.2,13.8,67,7,25.0,100.22,Mostly Cloudy,Weilheim
20.0,12.3,61,6,24.1,100.27,Mostly Cloudy,Weilerswist
20.2,12.3,60,0,24.1,100.32,Mostly Cloudy,Weil der Stadt
21.0,12.9,60,7,24.1,100.41,Mostly Cloudy,Weil am Rhein
21.3,13.4,61,11,24.1,100.46,Mostly Cloudy,Weiden
21.6,13.1,58,6,24.1,100.5,Mainly Clear,Weißensee
22.9,13.0,54,4,48.3,100.51,Mainly Clear,Wegberg
23.4,13.5,54,13,48.3,100.5,Mainly Clear,Weener
24.6,14.4,53,19,48.3,100.5,Mainly Clear,Wedel
24.2,13.4,51,22,48.3,100.54,Mainly Clear,Wedding
25.4,14.0,49,22,48.3,100.55,Mainly Clear,Wassenberg
25.1,13.9,50,17,48.3,100.56,Mainly Clear,Warstein
24.7,14.0,51,15,48.3,100.56,Mostly Cloudy,Warendorf
24.7,13.8,51,15,48.3,100.55,Mostly Cloudy,Waren
25.3,14.5,51,11,48.3,100.52,Mainly Clear,Wardenburg
24.5,13.9,52,17,48.3,100.52,Mainly Clear,Warburg
23.6,13.0,51,15,48.3,100.51,Mainly Clear,Wangen im Allgäu
21.9,12.9,57,11,25.0,100.55,Mainly Clear,Wandlitz
21.3,12.9,59,7,25.0,100.63,Mainly Clear,Waltrop
19.6,13.0,66,11,25.0,100.63,Mainly Clear,Walsrode
19.1,12.9,67,9,25.0,100.67,Mainly Clear,Wallenhorst
18.1,13.0,72,13,25.0,100.69,Mainly Clear,Waldshut-Tiengen
17.3,12.6,74,7,25.0,100.71,Mainly Clear,Waldkraiburg
16.6,12.5,77,7,25.0,100.72,Mainly Clear,Waldkirch
16.6,12.5,77,6,25.0,100.72,Mainly Clear,Waldbröl
16.8,12.4,75,0,24.1,100.75,Mainly Clear,Waiblingen
16.6,12.7,78,6,24.1,100.76,Mainly Clear,Waghäusel
19.5,14.0,71,6,48.3,100.79,Mainly Clear,Wadgassen
21.5,14.6,65,9,48.3,100.81,Mainly Clear,Wadern
22.2,14.8,63,15,48.3,100.84,Mostly Cloudy,Wachtberg
23.4,15.0,59,15,48.3,100.83,Mainly Clear,Vreden
23.6,15.1,59,13,48.3,100.81,Mainly Clear,Völklingen
25.2,15.6,55,19,48.3,100.78,Mainly Clear,Voerde
25.9,15.6,53,15,48.3,100.73,Mainly Clear,Vlotho
26.5,13.7,45,17,48.3,100.66,Mainly Clear,Vilshofen
26.7,12.8,42,19,48.3,100.61,Mostly Cloudy,Villingen-Schwenningen
28.3,12.3,37,30,48.3,100.55,Mainly Clear,Viersen
28.0,11.6,36,22,48.3,100.54,Mainly Clear,Viernheim
26.3,9.7,35,26,48.3,100.62,Mostly Cloudy,Versmold
25.9,10.0,37,20,48.3,100.66,Mostly Cloudy,Verl
24.5,9.7,39,15,48.3,100.69,Mostly Cloudy,Verden
21.7,10.0,47,9,25.0,100.75,Mainly Clear,Velbert
20.0,10.4,54,6,25.0,100.81,Mainly Clear,Vechta
19.1,10.5,57,6,25.0,100.82,Mainly Clear,Vechelde
19.0,10.8,59,7,25.0,100.81,Mainly Clear,Vaterstetten
18.2,10.8,62,7,25.0,100.83,Mainly Clear,Varel
16.7,10.5,67,4,25.0,100.84,Clear,Vaihingen an der Enz
17.2,11.1,67,4,25.0,100.83,Clear,Uetersen
16.9,10.4,66,0,25.0,100.83,Clear,Uslar
14.3,10.5,78,6,24.1,100.89,Clear,Unterschleißheim
17.6,10.8,64,6,48.3,100.84,Clear,Unterhaching
18.5,11.1,62,9,48.3,100.98,Clear,Unterkrozingen
20.3,10.3,53,6,48.3,100.97,Clear,Unna
21.5,10.9,51,0,48.3,100.96,Clear,Ulm
21.9,11.1,50,9,48.3,100.94,Mainly Clear,Uelzen
23.0,11.6,49,4,48.3,100.89,Mainly Clear,Überlingen
24.1,12.0,47,9,48.3,100.85,Mostly Cloudy,Übach-Palenberg
25.2,12.3,45,11,48.3,100.79,Mostly Cloudy,Tuttlingen
26.9,13.1,43,13,48.3,100.74,Cloudy,Tübingen
27.3,13.0,41,9,48.3,100.66,Cloudy,Trossingen
26.9,12.3,40,15,48.3,100.58,Cloudy,Troisdorf
27.4,11.4,37,15,48.3,100.55,Cloudy,Trier
27.5,10.4,34,15,48.3,100.49,Cloudy,Traunstein
27.0,10.7,36,11,48.3,100.44,Cloudy,Traunreut
25.3,14.4,51,17,48.3,100.41,Cloudy,Torgau
24.8,12.8,47,17,48.3,100.36,Cloudy,Tönisvorst
25.0,13.9,50,13,25.0,100.37,Rain Showers,Tettnang
21.5,14.8,66,17,25.0,100.35,Rain Showers,Templin
20.8,14.8,69,0,25.0,100.32,Rain Showers,Tempelhof
19.8,15.9,78,6,16.1,100.34,Rain,Teltow
19.4,16.6,84,6,25.0,100.25,Cloudy,Telgte
19.3,16.5,84,13,25.0,100.21,Cloudy,Tegel
19.3,16.4,83,13,25.0,100.19,Cloudy,Taunusstein
19.9,16.9,83,13,19.3,100.21,Cloudy,Taufkirchen
20.3,17.1,82,15,12.9,100.25,Cloudy,Syke
20.5,17.3,82,15,16.1,100.24,Cloudy,Sundern
21.1,17.7,81,15,16.1,100.24,Cloudy,Sulzbach-Rosenberg
22.3,18.1,77,17,16.1,100.23,Cloudy,Sulzbach
23.2,18.4,74,17,16.1,100.2,Mostly Cloudy,Suhl
24.6,18.9,71,19,19.3,100.16,Cloudy,Stuttgart
24.8,18.9,70,24,19.3,100.13,Cloudy,Stuhr
26.1,20.2,70,24,19.3,100.14,Cloudy,Strausberg
27.0,20.1,66,24,19.3,100.07,Mostly Cloudy,Straubing
27.5,19.9,63,24,19.3,100.04,Mostly Cloudy,Stralsund
28.4,19.9,60,19,19.3,99.98,Mostly Cloudy,Straelen
26.7,20.1,67,15,24.1,99.84,Thunderstorms,Stolberg
21.6,20.0,91,11,24.1,100.02,"Thunderstorms,Rain Showers",Stockelsdorf
23.4,20.7,85,9,24.1,100.06,Mainly Clear,Stockach
23.3,20.2,83,6,24.1,100.09,Mainly Clear,Stendal
21.8,19.1,85,9,24.1,100.15,Mainly Clear,Stellingen
21.2,18.3,84,9,25.0,100.25,Mainly Clear,Steinhagen
21.1,16.9,77,17,25.0,100.31,Clear,Steinfurt
19.1,15.9,82,11,25.0,100.37,Clear,Steilshoop
17.9,14.8,82,9,25.0,100.38,Clear,Steglitz
17.2,14.8,86,6,25.0,100.45,Mainly Clear,Staßfurt
16.6,14.6,88,11,25.0,100.43,Mainly Clear,Starnberg
16.8,14.6,87,11,25.0,100.46,Mainly Clear,Stadtlohn
15.8,14.1,90,7,24.1,100.47,Mainly Clear,Stadthagen
16.1,14.5,90,9,24.1,100.56,Mainly Clear,Stadtallendorf
18.3,14.5,79,13,24.1,100.62,Mainly Clear,Stade
19.4,14.7,74,17,24.1,100.68,Mainly Clear,Staaken
20.4,15.0,71,7,24.1,100.73,Mainly Clear,Sprockhövel
21.1,15.3,69,6,48.3,100.74,Mostly Cloudy,Springe
22.0,15.6,67,9,48.3,100.72,Mostly Cloudy,Speyer
23.3,16.3,65,7,48.3,100.69,Cloudy,Spenge
23.3,16.3,65,6,48.3,100.68,Cloudy,Sonthofen
24.3,16.8,63,9,48.3,100.66,Cloudy,Sonneberg
24.5,16.1,59,11,48.3,100.66,Mostly Cloudy,Sondershausen
24.3,16.7,63,11,48.3,100.69,Mostly Cloudy,Sömmerda
24.8,17.9,66,17,48.3,100.66,Mostly Cloudy,Soltau
25.8,17.5,60,17,48.3,100.65,Mainly Clear,Solingen
25.0,17.2,62,19,48.3,100.64,Mainly Clear,Soest
24.5,17.4,65,15,48.3,100.65,Mainly Clear,Sinzig
23.4,17.2,68,13,48.3,100.69,Clear,Sinsheim
23.1,17.1,69,9,25.0,100.76,Clear,Singen
21.9,17.6,77,9,25.0,100.76,Clear,Sindelfingen
20.8,17.6,82,7,25.0,100.74,Clear,Simmerath
20.5,17.2,81,7,25.0,100.73,Mainly Clear,Sigmaringen
20.7,17.4,81,0,25.0,100.75,Mainly Clear,Siegen
19.9,16.9,83,4,25.0,100.74,Clear,Siegburg
19.1,16.1,83,7,25.0,100.76,Clear,Senftenberg
19.3,16.2,82,7,25.0,100.75,Clear,Senden
19.3,16.3,83,6,48.3,100.78,Mainly Clear,Senden
20.7,17.5,82,9,48.3,100.79,Mostly Cloudy,Selm
20.6,16.8,79,13,48.3,100.79,Mostly Cloudy,Seligenstadt
22.1,16.7,71,15,48.3,100.76,Mostly Cloudy,Selb
23.8,16.9,65,19,48.3,100.69,Cloudy,Sehnde
25.7,18.3,64,15,48.3,100.65,Cloudy,Seevetal
26.9,18.1,59,15,48.3,100.61,Cloudy,Seesen
27.7,17.6,54,22,48.3,100.52,Cloudy,Seelze
28.5,18.5,55,22,24.1,100.5,Cloudy,Schwetzingen
29.0,18.5,53,22,24.1,100.45,Cloudy,Schwerte
29.6,19.7,55,20,24.1,100.47,Cloudy,Schwerin
30.5,20.4,55,20,24.1,100.41,Cloudy,Schwelm
29.5,20.2,57,15,24.1,100.38,Cloudy,Schweinfurt
29.7,20.8,59,11,24.1,100.33,Cloudy,Schwedt (Oder)
29.1,20.9,61,15,24.1,100.36,Cloudy,Schwarzenberg
28.7,21.2,64,13,24.1,100.33,Cloudy,Schwanewede
28.3,21.7,67,7,25.0,100.36,Cloudy,Schwandorf in Bayern
26.8,21.9,75,9,25.0,100.39,Cloudy,Schwalmtal
26.3,21.0,73,11,25.0,100.46,Rain Showers,Schwalmstadt
25.8,20.8,74,6,25.0,100.44,Cloudy,Schwalbach
25.1,17.2,62,11,25.0,100.4,Cloudy,Schwäbisch Hall
24.0,16.3,62,7,25.0,100.33,Cloudy,Schwäbisch Gmünd
24.1,16.0,61,9,25.0,100.38,Cloudy,Schwabach
23.9,16.0,61,13,25.0,100.47,Cloudy,Schrobenhausen
22.2,17.0,72,11,25.0,100.52,Rain,Schramberg
23.2,17.4,70,9,24.1,100.45,Cloudy,Schortens
23.5,17.1,67,19,24.1,100.42,Mostly Cloudy,Schorndorf
23.3,16.3,65,17,24.1,100.4,Cloudy,Schopfheim
23.1,16.1,65,15,24.1,100.42,Mostly Cloudy,Schöneberg
24.1,16.0,61,19,24.1,100.43,Mostly Cloudy,Schönebeck
24.4,16.2,60,17,24.1,100.44,Mostly Cloudy,Schneverdingen
26.5,16.5,54,22,24.1,100.42,Mainly Clear,Schneeberg
27.8,16.4,50,20,48.3,100.37,Mainly Clear,Schmelz
28.8,16.5,47,17,48.3,100.32,Mainly Clear,Schmargendorf
28.9,16.4,47,22,48.3,100.28,Mostly Cloudy,Schmallenberg
29.1,15.7,44,17,48.3,100.28,Mostly Cloudy,Schmalkalden
28.7,14.5,42,20,48.3,100.28,Mainly Clear,Schlüchtern
27.7,15.3,47,15,48.3,100.33,Mainly Clear,Schleswig
26.4,15.1,50,13,48.3,100.4,Mostly Cloudy,Schkeuditz
25.5,14.5,51,9,48.3,100.43,Mostly Cloudy,Schiffweiler
24.5,14.7,54,11,25.0,100.48,Mostly Cloudy,Schifferstadt
23.2,15.1,60,9,25.0,100.49,Mainly Clear,Saulgau
23.8,13.9,54,17,25.0,100.53,Mainly Clear,Sasel
22.0,13.6,59,17,25.0,100.56,Mainly Clear,Sarstedt
21.0,12.9,60,15,25.0,100.59,Mainly Clear,Sankt Wendel
20.0,12.7,63,11,25.0,100.62,Mainly Clear,Sankt Ingbert
17.7,11.7,68,7,25.0,100.64,Mainly Clear,Sankt Augustin
16.3,12.2,77,7,24.1,100.7,Clear,Sangerhausen
16.6,13.1,80,9,24.1,100.76,Mainly Clear,Salzwedel
18.6,12.5,68,15,48.3,100.8,Mainly Clear,Salzkotten
18.8,12.2,65,20,48.3,100.83,Mainly Clear,Saarlouis
19.3,6.5,43,22,48.3,100.84,Mainly Clear,Saarbrücken
20.6,8.5,46,20,48.3,100.81,Clear,Saalfeld
21.6,7.8,41,22,48.3,100.82,Clear,Rüsselsheim
22.0,7.1,38,19,48.3,100.81,Clear,Rummelsburg
23.0,7.8,38,24,48.3,100.79,Clear,Rudow
23.9,7.7,35,17,48.3,100.76,Mainly Clear,Rudolstadt
24.5,9.6,39,17,48.3,100.72,Mainly Clear,Rottweil
24.3,8.5,37,15,48.3,100.72,Mainly Clear,Rottenburg
24.5,7.7,34,24,48.3,100.72,Mainly Clear,Roth
24.2,7.8,35,26,48.3,100.7,Mainly Clear,Rotenburg
23.6,8.3,38,20,48.3,100.69,Mainly Clear,Rostock
22.2,8.5,41,19,48.3,100.72,Mainly Clear,Rösrath
20.3,8.4,46,11,48.3,100.74,Clear,Rosenheim
19.8,8.0,46,9,25.0,100.8,Clear,Ronnenberg
17.9,8.1,53,7,25.0,100.81,Clear,Rinteln
17.1,8.4,57,9,25.0,100.85,Clear,Rietberg
16.0,8.9,63,13,25.0,100.83,Clear,Riesa
14.4,9.0,70,9,25.0,100.84,Clear,Riegelsberg
14.9,9.1,68,9,25.0,100.86,Clear,Ribnitz-Damgarten
13.2,9.0,76,9,25.0,100.88,Mainly Clear,Rheinfelden (Baden)
13.5,8.9,74,9,25.0,100.91,Mainly Clear,Rheine
12.8,9.4,80,7,24.1,100.98,Mainly Clear,Rheinberg
16.1,9.6,65,13,48.3,101.07,Mainly Clear,Rheinbach
17.8,8.7,55,11,48.3,101.1,Clear,Rhede
18.2,8.1,52,11,48.3,101.13,Clear,Rheda-Wiedenbrück
19.2,7.9,48,9,48.3,101.13,Clear,Reutlingen
19.9,7.5,45,17,48.3,101.12,Clear,Renningen
21.4,7.9,42,20,48.3,101.09,Clear,Rendsburg
22.2,7.1,38,13,48.3,101.07,Clear,Remscheid
23.1,7.9,38,19,48.3,101.04,Mainly Clear,Remagen
24.3,6.5,32,22,48.3,101.01,Mainly Clear,Reinickendorf
24.4,5.3,29,17,48.3,101.0,Mainly Clear,Reinheim
24.5,4.7,28,15,48.3,100.99,Mainly Clear,Reinbek
24.2,5.3,29,11,48.3,100.98,Mainly Clear,Reichenbach/Vogtland
23.6,6.9,34,13,48.3,101.0,Mainly Clear,Regensburg
22.3,7.2,38,13,48.3,101.01,Mainly Clear,Rees
19.5,7.9,47,7,48.3,101.02,Clear,Recklinghausen
19.9,8.1,46,6,25.0,101.05,Mainly Clear,Ravensburg
17.6,9.0,57,4,25.0,101.04,Clear,Ratingen
16.3,9.6,64,6,25.0,101.05,Mainly Clear,Rathenow
18.2,11.2,64,7,25.0,101.04,Clear,Ratekau
18.7,9.4,55,13,25.0,101.04,Clear,Rastede
17.0,9.8,63,7,25.0,101.06,Clear,Rastatt
16.6,11.0,69,9,25.0,101.06,Clear,Rahden
16.4,12.4,77,11,24.1,101.11,Clear,Radolfzell am Bodensee
16.6,11.7,73,9,48.3,101.15,Mainly Clear,Radevormwald
17.1,12.3,73,9,48.3,101.19,Mainly Clear,Radebeul
19.3,11.8,62,9,48.3,101.22,Mainly Clear,Radeberg
20.4,13.7,65,15,48.3,101.22,Mainly Clear,Quickborn
22.3,12.9,55,9,48.3,101.24,Mainly Clear,Quedlinburg
23.6,11.6,47,9,48.3,101.23,Mainly Clear,Püttlingen
25.0,10.7,41,15,48.3,101.21,Mainly Clear,Pulheim
25.9,9.4,35,26,48.3,101.15,Mainly Clear,Puchheim
25.8,8.5,33,22,48.3,101.14,Mainly Clear,Prenzlauer Berg
27.0,10.7,36,19,48.3,101.11,Mostly Cloudy,Prenzlau
26.5,11.2,38,19,48.3,101.09,Mainly Clear,Preetz
26.1,10.6,38,13,48.3,101.09,Mostly Cloudy,Potsdam
26.5,10.3,36,13,48.3,101.1,Mainly Clear,Porta Westfalica
25.6,9.1,35,19,48.3,101.13,Mainly Clear,Poppenbüttel
23.9,10.1,42,13,48.3,101.18,Mainly Clear,Plettenberg
21.5,9.5,46,11,48.3,101.26,Clear,Plauen
21.9,7.7,40,11,25.0,101.34,Mainly Clear,Pirna
20.2,6.6,41,7,25.0,101.37,Clear,Pirmasens
17.7,7.8,52,9,25.0,101.43,Clear,Pinneberg
18.5,6.5,45,7,25.0,101.45,Clear,Pfungstadt
15.5,8.2,62,0,25.0,101.5,Clear,Pfullingen
14.9,8.0,63,4,25.0,101.52,Clear,Pforzheim
15.1,6.0,54,4,25.0,101.55,Clear,Pfaffenhofen an der Ilm
13.5,8.6,72,4,24.1,101.6,Clear,Petershagen
13.1,8.7,75,4,48.3,101.66,Clear,Penzberg
15.4,9.9,70,6,48.3,101.71,Clear,Peine
18.2,9.6,57,4,48.3,101.73,Clear,Passau
20.4,8.9,48,4,48.3,101.75,Clear,Pasing
22.5,9.5,44,9,48.3,101.73,Clear,Parchim
23.9,9.2,39,7,48.3,101.74,Mainly Clear,Papenburg
24.9,10.1,39,9,48.3,101.72,Mainly Clear,Pankow
26.4,8.7,33,13,48.3,101.69,Mainly Clear,Paderborn
26.7,9.3,33,15,48.3,101.66,Mainly Clear,Oyten
27.4,9.4,32,13,48.3,101.61,Mostly Cloudy,Overath
27.8,8.9,31,19,48.3,101.59,Mostly Cloudy,Ottweiler
27.6,8.9,31,20,48.3,101.54,Mostly Cloudy,Ottobrunn
27.5,10.1,34,19,48.3,101.5,Mostly Cloudy,Osterholz-Scharmbeck
27.3,8.0,30,19,48.3,101.48,Mostly Cloudy,Osnabrück
26.5,8.8,33,13,24.1,101.5,Mostly Cloudy,Oschersleben
25.6,10.5,39,9,25.0,101.49,Mainly Clear,Oschatz
22.5,11.8,51,13,25.0,101.53,Mainly Clear,Oranienburg
21.8,11.2,51,9,25.0,101.5,Mainly Clear,Opladen
22.8,11.8,50,17,25.0,101.5,Clear,Olsberg
21.8,12.8,57,11,25.0,101.5,Clear,Olpe
18.5,13.3,72,6,25.0,101.5,Clear,Oldenburg
20.6,12.9,61,6,25.0,101.49,Clear,Olching
20.6,12.5,60,11,25.0,101.5,Clear,Öhringen
20.3,12.6,61,7,24.1,101.52,Mainly Clear,Offenburg
17.7,12.8,73,9,48.3,101.56,Mainly Clear,Offenbach
20.2,12.2,60,17,48.3,101.57,Mainly Clear,Oerlinghausen
21.6,12.6,57,15,48.3,101.58,Mainly Clear,Oer-Erkenschwick
22.6,13.2,55,13,48.3,101.59,Mainly Clear,Oelde
24.2,16.1,61,15,48.3,101.56,Mainly Clear,Odenthal
26.0,14.8,50,20,48.3,101.57,Mainly Clear,Ochtrup
27.6,13.5,42,22,48.3,101.54,Mainly Clear,Oberursel
29.0,13.9,40,22,48.3,101.5,Mainly Clear,Obertshausen
29.6,13.6,38,24,48.3,101.46,Mainly Clear,Oberschöneweide
30.8,13.5,35,24,48.3,101.44,Mostly Cloudy,Ober-Ramstadt
30.6,12.9,34,24,48.3,101.38,Mostly Cloudy,Oberkirch
30.4,13.0,34,24,48.3,101.37,Mostly Cloudy,Oberhausen
29.8,13.1,36,19,48.3,101.33,Mostly Cloudy,Oberasbach
29.1,13.6,39,13,48.3,101.32,Cloudy,Nürtingen
28.2,14.0,42,11,24.1,101.34,Cloudy,Nürnberg
26.9,14.6,47,7,25.0,101.36,Mostly Cloudy,Nümbrecht
25.7,15.0,52,6,25.0,101.41,Mainly Clear,Nottuln
24.4,17.1,64,9,25.0,101.4,Mainly Clear,Northeim
23.5,16.1,63,11,25.0,101.41,Mainly Clear,Nördlingen
21.8,16.7,73,6,25.0,101.45,Mainly Clear,Nordhorn
22.6,15.5,64,7,25.0,101.44,Mainly Clear,Nordhausen
22.4,14.6,61,9,25.0,101.37,Mainly Clear,Norderstedt
21.1,14.7,67,11,25.0,101.45,Mainly Clear,Nordenham
20.8,14.6,68,13,24.1,101.49,Clear,Norden
20.7,14.7,68,15,24.1,101.56,Mainly Clear,Nippes
21.7,15.7,69,15,24.1,101.57,Mainly Clear,Nikolassee
22.5,15.1,63,15,48.3,101.59,Mostly Cloudy,Nienburg
24.4,15.1,56,13,24.1,101.61,Mostly Cloudy,Niederschönhausen
25.9,16.5,56,15,48.3,101.6,Mostly Cloudy,Niederkrüchten
27.2,17.2,54,15,48.3,101.59,Mostly Cloudy,Niederkassel
29.0,16.1,46,17,48.3,101.57,Mainly Clear,Nieder-Ingelheim
30.1,15.2,40,19,48.3,101.54,Mainly Clear,Nidderau
31.2,14.6,37,20,48.3,101.51,Mainly Clear,Nidda
32.1,10.2,26,20,48.3,101.49,Mainly Clear,Neu Wulmstorf
31.9,12.3,30,22,48.3,101.46,Clear,Neuwied
31.6,11.8,30,22,48.3,101.4,Clear,Neu-Ulm
31.4,13.8,34,20,48.3,101.36,Mainly Clear,Neustrelitz
30.9,14.5,37,13,48.3,101.33,Clear,Neustadt in Holstein
29.9,15.4,41,11,24.1,101.33,Mainly Clear,Neustadt bei Coburg
28.5,15.8,46,11,25.0,101.35,Mainly Clear,Neustadt
27.4,16.4,51,11,25.0,101.38,Mainly Clear,Neustadt am Rübenberge
26.6,16.4,54,9,25.0,101.37,Clear,Neue Neustadt
26.0,16.2,55,7,25.0,101.38,Clear,Neuss
25.2,16.6,59,11,25.0,101.38,Clear,Neuruppin
25.0,15.4,55,15,25.0,101.37,Clear,Neunkirchen
24.2,15.6,59,11,25.0,101.34,Clear,Neumünster
23.3,15.3,61,13,25.0,101.35,Clear,Neumarkt in der Oberpfalz
23.1,15.4,62,15,24.1,101.4,Clear,Neu Isenburg
23.0,16.7,68,13,24.1,101.45,Mainly Clear,Neufahrn bei Freising
23.4,16.8,66,15,24.1,101.47,Mainly Clear,Neuenhagen
24.3,17.0,64,13,24.1,101.49,Mainly Clear,Neuburg an der Donau
25.7,16.7,58,17,24.1,101.49,Mainly Clear,Neubrück
27.3,17.0,53,15,48.3,101.45,Mainly Clear,Neubrandenburg
30.2,17.7,47,17,48.3,101.46,Mainly Clear,Neu-Anspach
